player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_start,pos_proxy,pts_lag1,reb_lag1,ast_lag1,ts_pct_lag1,usg_pct_lag1,net_rating_lag1,d_pts,d_ts,next_pts,next_reb,next_ast,next_ts_pct,improved_next_pts
Anfernee Simons,POR,24.0,190.5,82.10015200000001,,USA,2018,1,24,62,21.1,2.6,4.1,-1.6,0.008,0.067,0.247,0.581,0.186,2022-23,2022,Guard (proxy),17.3,2.6,3.9,0.583,0.244,-2.5,3.8000000000000007,-0.002,,,,,0
Ansu Sesay,GSW,28.0,205.74,102.0582,Mississippi,USA,1998,2,30,16,3.1,2.4,0.8,-10.4,0.142,0.168,0.2,0.466,0.179,2004-05,2004,Big (proxy),3.5,1.6,0.3,0.504,0.177,0.4,-0.3999999999999999,-0.0379999999999999,,,,,0
Antawn Jamison,LAC,38.0,205.74,106.59412,North Carolina,USA,1998,1,4,22,3.8,2.5,0.3,11.0,0.038,0.204,0.203,0.408,0.047,2013-14,2013,Big (proxy),9.4,4.8,0.7,0.561,0.188,2.3,-5.6000000000000005,-0.153,,,,,0
Ante Zizic,CLE,23.0,208.28,120.655472,,Croatia,2016,1,23,22,4.4,3.0,0.3,1.3,0.084,0.211,0.168,0.597,0.038,2019-20,2019,Big (proxy),7.8,5.4,0.9,0.59,0.178,-3.9,-3.3999999999999995,0.007,,,,,0
Anthony Avent,LAC,30.0,205.74,108.86208,Seton Hall,USA,1991,1,15,49,1.7,1.5,0.2,-11.9,0.062,0.155,0.154,0.368,0.046,1999-00,1999,Big (proxy),,,,,,,,,,,,,0
Anthony Bennett,BKN,24.0,203.2,106.59412,Nevada-Las Vegas,Canada,2013,1,1,23,5.0,3.4,0.5,-10.6,0.104,0.207,0.191,0.5329999999999999,0.075,2016-17,2016,Wing (proxy),1.5,1.2,0.0,0.446,0.181,-12.5,3.5,0.0869999999999999,,,,,0
Anthony Bowie,NYK,34.0,198.12,90.7184,Oklahoma,USA,1986,3,66,27,2.8,1.0,0.4,-2.2,0.049,0.094,0.151,0.586,0.078,1997-98,1997,Wing (proxy),,,,,,,,,,,,,0
Anthony Brown,ORL,24.0,200.66,95.707912,Stanford,USA,2015,2,34,11,3.9,3.0,0.7,1.3,0.048,0.163,0.158,0.43,0.08,2016-17,2016,Wing (proxy),4.0,2.4,0.7,0.427,0.11,-4.3,-0.1,0.003,,,,,0
Anthony Carter,TOR,37.0,185.42,86.18248,Hawaii,USA,Undrafted,Undrafted,Undrafted,24,2.0,1.4,1.4,-8.9,0.0289999999999999,0.151,0.165,0.409,0.296,2011-12,2011,Guard (proxy),3.3,1.5,2.1,0.502,0.144,1.1,-1.2999999999999998,-0.093,,,,,0
Anthony Davis,LAL,30.0,208.28,114.758776,Kentucky,USA,2012,1,1,56,25.9,12.5,2.6,4.8,0.102,0.248,0.2769999999999999,0.627,0.128,2022-23,2022,Big (proxy),23.2,9.9,3.1,0.578,0.263,-3.0,2.6999999999999997,0.049,,,,,0
Anthony Edwards,MIN,21.0,193.04,102.0582,Georgia,USA,2020,1,1,79,24.6,5.8,4.4,1.9,0.017,0.139,0.292,0.564,0.192,2022-23,2022,Guard (proxy),21.3,4.8,3.8,0.56,0.262,4.0,3.3000000000000007,0.0039999999999998,,,,,0
Anthony Gill,WAS,30.0,203.2,104.32616,Virginia,USA,Undrafted,Undrafted,Undrafted,59,3.3,1.7,0.6,-0.8,0.0579999999999999,0.1,0.1159999999999999,0.604,0.074,2022-23,2022,Wing (proxy),4.1,1.9,0.6,0.682,0.138,5.8,-0.7999999999999998,-0.078,,,,,0
Anthony Goldwire,MIL,33.0,187.96,82.553744,Houston,USA,1994,2,52,33,5.2,1.8,2.4,-4.1,0.023,0.11,0.148,0.575,0.252,2004-05,2004,Guard (proxy),1.5,0.6,1.0,0.379,0.146,5.6,3.7,0.1959999999999999,,,,,0
Anthony Grundy,ATL,27.0,190.5,83.91452,North Carolina State,USA,Undrafted,Undrafted,Undrafted,12,4.3,1.4,0.8,10.7,0.011,0.144,0.22,0.589,0.13,2005-06,2005,Guard (proxy),,,,,,,,,,,,,0
Anthony Johnson,ORL,35.0,190.5,88.45044,College of Charleston,USA,1997,2,39,31,4.2,1.5,2.0,7.6,0.025,0.108,0.166,0.5429999999999999,0.249,2009-10,2009,Guard (proxy),5.3,1.8,2.5,0.505,0.157,4.0,-1.0999999999999996,0.0379999999999999,,,,,0
Anthony Lamb,GSW,25.0,198.12,102.965384,Vermont,USA,Undrafted,Undrafted,Undrafted,62,6.7,3.5,1.5,1.7,0.047,0.129,0.136,0.61,0.111,2022-23,2022,Wing (proxy),5.5,2.9,1.0,0.523,0.144,-9.2,1.2000000000000002,0.0869999999999999,,,,,0
Anthony Mason,MIL,36.0,203.2,115.66596,Tennessee State,USA,1988,3,53,65,7.2,6.4,3.2,-3.3,0.05,0.183,0.1169999999999999,0.524,0.15,2002-03,2002,Wing (proxy),9.6,7.9,4.2,0.544,0.127,0.5,-2.3999999999999995,-0.02,,,,,0
Anthony Miller,HOU,28.0,205.74,115.66596,Michigan State,USA,1994,2,39,35,3.7,4.7,0.5,7.4,0.111,0.245,0.125,0.544,0.05,1999-00,1999,Big (proxy),2.4,2.3,0.2,0.502,0.142,7.2,1.3000000000000005,0.042,,,,,0
Anthony Morrow,CHI,31.0,195.58,95.25432,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,49,5.5,0.6,0.5,-1.8,0.018,0.03,0.161,0.505,0.052,2016-17,2016,Wing (proxy),5.6,0.9,0.4,0.5429999999999999,0.171,4.0,-0.0999999999999996,-0.0379999999999999,,,,,0
Anthony Parker,CLE,37.0,198.12,95.25432,Bradley,USA,1997,1,21,51,7.2,2.7,2.4,-10.0,0.009,0.121,0.14,0.523,0.144,2011-12,2011,Wing (proxy),8.3,3.0,3.0,0.505,0.146,-7.8,-1.1000000000000003,0.018,,,,,0
Anthony Peeler,WAS,35.0,193.04,94.347136,Missouri,USA,1992,1,15,40,3.8,1.6,1.4,-12.1,0.0279999999999999,0.1169999999999999,0.157,0.484,0.18,2004-05,2004,Guard (proxy),5.7,2.0,1.6,0.575,0.147,4.9,-1.9000000000000004,-0.0909999999999999,,,,,0
Anthony Randolph,DEN,24.0,210.82,102.0582,Louisiana State,USA,2008,1,14,43,4.8,2.8,0.7,-8.6,0.0409999999999999,0.213,0.2019999999999999,0.499,0.104,2013-14,2013,Big (proxy),3.7,2.4,0.3,0.534,0.217,1.9,1.0999999999999996,-0.035,,,,,0
Anthony Roberson,CHI,26.0,187.96,81.64656,Florida,USA,Undrafted,Undrafted,Undrafted,29,4.1,0.8,0.7,-11.5,0.022,0.066,0.206,0.487,0.124,2008-09,2008,Guard (proxy),5.6,1.1,0.5,0.527,0.221,-14.6,-1.5,-0.04,,,,,0
Anthony Tolliver,PHI,36.0,203.2,108.86208,Creighton,USA,Undrafted,Undrafted,Undrafted,11,1.5,0.9,0.2,16.6,0.0279999999999999,0.071,0.09,0.433,0.025,2020-21,2020,Wing (proxy),3.6,2.8,0.8,0.513,0.108,-6.0,-2.1,-0.08,,,,,0
Antoine Carr,VAN,38.0,205.74,102.0582,Wichita State,USA,1983,1,8,21,3.2,1.5,0.3,-18.8,0.047,0.129,0.168,0.477,0.063,1999-00,1999,Big (proxy),2.6,1.7,0.5,0.427,0.198,-6.4,0.6000000000000001,0.0499999999999999,,,,,0
Antoine Rigaudeau,DAL,31.0,200.66,95.25432,,USA,Undrafted,Undrafted,Undrafted,11,1.5,0.7,0.5,-33.7,0.044,0.055,0.211,0.243,0.128,2002-03,2002,Wing (proxy),,,,,,,,,,,,,0
Antoine Walker,MIN,31.0,205.74,111.13004,Kentucky,USA,1996,1,6,46,8.0,3.7,1.0,-5.1,0.068,0.146,0.2239999999999999,0.455,0.085,2007-08,2007,Big (proxy),8.5,4.3,1.7,0.462,0.2239999999999999,0.6,-0.5,-0.007,,,,,0
Antoine Wright,TOR,26.0,200.66,97.52228,Texas A&M,USA,2005,1,15,67,6.5,2.8,1.1,1.6,0.033,0.128,0.161,0.502,0.075,2009-10,2009,Wing (proxy),7.3,2.1,1.2,0.501,0.156,3.2,-0.7999999999999998,0.001,,,,,0
Antonio Blakeney,CHI,22.0,193.04,87.089664,Louisiana State,USA,Undrafted,Undrafted,Undrafted,57,7.3,1.9,0.7,-7.8,0.008,0.114,0.24,0.487,0.079,2018-19,2018,Guard (proxy),7.9,1.7,1.1,0.471,0.2269999999999999,-1.3,-0.6000000000000005,0.016,,,,,0
Antonio Burks,MEM,26.0,182.88,88.45044,Memphis,USA,2004,2,36,57,2.0,0.6,1.3,-1.1,0.009,0.071,0.1639999999999999,0.367,0.24,2005-06,2005,Guard (proxy),3.0,0.5,1.2,0.534,0.185,-7.8,-1.0,-0.167,,,,,0
Antonio Daniels,NOH,34.0,193.04,92.98636,Bowling Green,USA,1997,1,4,74,4.1,1.0,2.4,-11.7,0.006,0.093,0.1639999999999999,0.536,0.3,2008-09,2008,Guard (proxy),8.4,2.9,4.8,0.5489999999999999,0.135,0.2,-4.300000000000001,-0.0129999999999999,,,,,0
Antonio Davis,TOR,37.0,205.74,111.13004,Texas-El Paso,USA,1990,2,45,44,4.9,4.7,0.5,-11.5,0.114,0.158,0.135,0.479,0.035,2005-06,2005,Big (proxy),7.0,5.9,1.1,0.516,0.143,0.1,-2.1,-0.037,,,,,0
Antonio Harvey,POR,30.0,210.82,113.398,Pfeiffer,USA,Undrafted,Undrafted,Undrafted,12,2.6,1.2,0.3,-14.3,0.071,0.129,0.211,0.506,0.103,2000-01,2000,Big (proxy),2.2,1.7,0.3,0.581,0.168,13.1,0.3999999999999999,-0.0749999999999999,,,,,0
Antonio Lang,PHI,28.0,203.2,92.98636,Duke,USA,1994,2,29,10,0.6,0.5,0.2,-13.4,0.0,0.172,0.111,0.366,0.091,1999-00,1999,Wing (proxy),1.3,1.6,0.1,0.653,0.113,-23.9,-0.7000000000000001,-0.287,,,,,0
Antonio McDyess,SAS,36.0,205.74,111.13004,Alabama,USA,1995,1,2,73,5.3,5.4,1.2,5.8,0.107,0.225,0.15,0.516,0.093,2010-11,2010,Big (proxy),5.8,5.9,1.1,0.492,0.151,6.6,-0.5,0.024,,,,,0
Antonis Fotsis,MEM,21.0,208.28,99.336648,,Greece,2001,2,47,28,3.9,2.2,0.4,-6.1,0.088,0.121,0.19,0.479,0.057,2001-02,2001,Big (proxy),,,,,,,,,,,,,0
Antonius Cleveland,DAL,26.0,195.58,88.45044,S.E. Missouri,USA,Undrafted,Undrafted,Undrafted,11,1.0,0.6,0.1,-7.8,0.037,0.122,0.159,0.34,0.034,2019-20,2019,Wing (proxy),1.4,0.8,0.1,0.486,0.107,-13.9,-0.3999999999999999,-0.1459999999999999,,,,,0
Anzejs Pasecniks,WAS,24.0,218.44,103.872568,,Latvia,2017,1,25,27,5.8,4.0,0.7,0.2,0.086,0.153,0.151,0.551,0.0579999999999999,2019-20,2019,Big (proxy),,,,,,,,,,,,,0
Archie Goodwin,BKN,22.0,195.58,92.98636,Kentucky,USA,2013,1,29,15,7.3,1.9,1.6,-5.4,0.039,0.106,0.209,0.6509999999999999,0.186,2016-17,2016,Wing (proxy),8.9,2.5,2.1,0.498,0.231,-11.0,-1.6000000000000003,0.1529999999999999,,,,,0
Armen Gilliam,UTA,36.0,205.74,117.93392,Nevada-Las Vegas,USA,1987,1,2,50,6.7,4.2,0.8,-4.7,0.104,0.203,0.2339999999999999,0.486,0.106,1999-00,1999,Big (proxy),8.3,3.7,0.6,0.525,0.222,-1.3,-1.6000000000000003,-0.039,,,,,0
Armon Johnson,POR,22.0,190.5,88.45044,Nevada,USA,2010,2,34,38,2.9,0.9,1.2,-3.0,0.042,0.109,0.237,0.497,0.3,2010-11,2010,Guard (proxy),,,,,,,,,,,,,0
Armoni Brooks,TOR,24.0,190.5,88.45044,Houston,USA,2019,Undrafted,Undrafted,54,5.3,1.9,1.1,-3.8,0.021,0.0969999999999999,0.159,0.483,0.105,2021-22,2021,Guard (proxy),11.2,3.4,1.5,0.565,0.175,-11.7,-5.9,-0.0819999999999999,,,,,0
Arnett Moultrie,PHI,23.0,208.28,108.86208,Mississippi State,USA,2012,1,27,12,3.0,2.9,0.2,-16.2,0.06,0.146,0.104,0.4479999999999999,0.015,2013-14,2013,Big (proxy),3.7,3.1,0.2,0.595,0.14,-7.5,-0.7000000000000002,-0.147,,,,,0
Aron Baynes,TOR,34.0,208.28,117.93392,Washington State,Australia,Undrafted,Undrafted,Undrafted,53,6.1,5.2,0.9,-4.4,0.0819999999999999,0.192,0.157,0.503,0.07,2020-21,2020,Big (proxy),11.5,5.6,1.6,0.581,0.205,-1.5,-5.4,-0.0779999999999999,,,,,0
Arron Afflalo,ORL,32.0,195.58,95.25432,UCLA,USA,2007,1,27,53,3.4,1.2,0.6,-6.8,0.006,0.0819999999999999,0.127,0.516,0.066,2017-18,2017,Wing (proxy),8.4,2.0,1.3,0.5589999999999999,0.147,-7.7,-5.0,-0.0429999999999999,,,,,0
Art Long,TOR,30.0,205.74,113.398,Cincinnati,USA,Undrafted,Undrafted,Undrafted,26,2.3,2.3,0.2,-15.3,0.107,0.2019999999999999,0.204,0.3779999999999999,0.0559999999999999,2002-03,2002,Big (proxy),4.5,4.0,0.7,0.506,0.163,-0.1,-2.2,-0.1280000000000001,,,,,0
Arvydas Macijauskas,NOK,26.0,193.04,97.068688,,Lithuania,Undrafted,Undrafted,Undrafted,19,2.3,0.5,0.3,-10.8,0.0279999999999999,0.065,0.1969999999999999,0.462,0.071,2005-06,2005,Guard (proxy),,,,,,,,,,,,,0
Arvydas Sabonis,POR,38.0,220.98,132.448864,,Lithuania,1986,1,24,78,6.1,4.3,1.8,8.1,0.09,0.251,0.195,0.5489999999999999,0.185,2002-03,2002,Big (proxy),10.1,5.4,1.5,0.527,0.241,8.5,-4.0,0.0219999999999999,,,,,0
Ashraf Amaya,WAS,25.0,203.2,104.32616,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,31,1.3,1.7,0.1,-8.6,0.127,0.289,0.184,0.382,0.038,1996-97,1996,Wing (proxy),,,,,,,,,,,,,0
Austin Croshere,SAS,34.0,208.28,108.86208,Providence,USA,1997,1,12,14,2.9,2.4,0.6,-17.7,0.0969999999999999,0.271,0.206,0.452,0.161,2008-09,2008,Big (proxy),3.9,2.4,0.7,0.573,0.163,2.1,-1.0,-0.1209999999999999,,,,,0
Austin Daye,ATL,27.0,210.82,99.79024,Gonzaga,USA,2009,1,15,34,3.8,2.2,0.5,-3.1,0.031,0.212,0.217,0.449,0.083,2014-15,2014,Big (proxy),3.0,1.2,0.4,0.456,0.23,-1.1,0.7999999999999998,-0.007,,,,,0
Austin Reaves,LAL,25.0,195.58,89.357624,Oklahoma,USA,Undrafted,Undrafted,Undrafted,64,13.0,3.0,3.4,4.9,0.018,0.079,0.154,0.687,0.155,2022-23,2022,Wing (proxy),7.3,3.2,1.8,0.6,0.121,1.8,5.7,0.087,,,,,0
Austin Rivers,MIN,30.0,193.04,90.7184,Duke,USA,2012,1,10,52,4.9,1.6,1.4,-4.9,0.005,0.078,0.104,0.564,0.095,2022-23,2022,Guard (proxy),6.0,1.7,1.3,0.546,0.123,1.9,-1.0999999999999996,0.0179999999999999,,,,,0
Avery Bradley,LAL,31.0,190.5,81.64656,Texas-Austin,USA,2010,1,19,62,6.4,2.2,0.8,-5.8,0.021,0.073,0.119,0.55,0.046,2021-22,2021,Guard (proxy),6.4,2.1,1.7,0.487,0.146,-10.2,0.0,0.063,,,,,0
Avery Johnson,GSW,39.0,180.34,83.91452,Southern,USA,Undrafted,Undrafted,Undrafted,46,4.6,0.7,2.4,-2.7,0.006,0.055,0.213,0.4539999999999999,0.311,2003-04,2003,Guard (proxy),3.3,0.6,1.3,0.467,0.213,-4.3,1.2999999999999998,-0.0130000000000001,,,,,0
Awvee Storey,MIL,31.0,198.12,102.0582,Arizona State,USA,Undrafted,Undrafted,Undrafted,26,3.5,2.1,0.6,-11.0,0.121,0.105,0.183,0.452,0.102,2007-08,2007,Wing (proxy),1.7,0.9,0.2,0.456,0.2,8.5,1.8,-0.004,,,,,0
Axel Toupane,DEN,23.0,200.66,95.25432,,France,Undrafted,Undrafted,Undrafted,21,3.6,1.5,0.7,-2.1,0.032,0.087,0.125,0.49,0.068,2015-16,2015,Wing (proxy),,,,,,,,,,,,,0
Ayo Dosunmu,CHI,23.0,195.58,90.7184,Illinois,USA,2021,2,38,80,8.6,2.8,2.6,-1.3,0.022,0.081,0.145,0.5670000000000001,0.135,2022-23,2022,Wing (proxy),8.8,2.8,3.3,0.596,0.138,-5.0,-0.200000000000001,-0.0289999999999999,,,,,0
B.J. Armstrong,CHI,32.0,187.96,83.91452,Iowa,USA,1989,1,18,27,7.4,1.7,2.9,-12.9,0.004,0.09,0.19,0.51,0.26,1999-00,1999,Guard (proxy),3.3,1.2,1.9,0.54,0.16,-5.2,4.1000000000000005,-0.03,,,,,0
BJ Johnson,ORL,24.0,200.66,90.7184,La Salle,USA,Undrafted,Undrafted,Undrafted,10,3.0,1.5,0.3,-8.1,0.033,0.136,0.201,0.412,0.059,2019-20,2019,Wing (proxy),,,,,,,,,,,,,0
Bam Adebayo,MIA,25.0,205.74,115.66596,Kentucky,USA,2017,1,14,75,20.4,9.2,3.2,1.8,0.073,0.206,0.251,0.5920000000000001,0.154,2022-23,2022,Big (proxy),19.1,10.1,3.4,0.608,0.248,8.1,1.2999999999999972,-0.0159999999999999,,,,,0
Baron Davis,NYK,33.0,190.5,96.161504,UCLA,USA,1999,1,3,29,6.1,1.9,4.7,4.0,0.027,0.084,0.207,0.457,0.347,2011-12,2011,Guard (proxy),13.1,2.7,6.7,0.506,0.243,-1.3,-7.0,-0.0489999999999999,,,,,0
Ben Davis,PHX,24.0,205.74,108.86208,Arizona,USA,1996,2,43,20,1.5,1.4,0.0,-0.4,0.132,0.192,0.156,0.417,0.0,1996-97,1996,Big (proxy),,,,,,,,,,,,,0
Ben Gordon,ORL,32.0,190.5,92.98636,Connecticut,USA,2004,1,3,56,6.2,1.1,0.9,-9.0,0.008,0.083,0.22,0.5379999999999999,0.111,2014-15,2014,Guard (proxy),5.2,1.4,1.1,0.422,0.221,2.5,1.0,0.1159999999999999,,,,,0
Ben Handlogten,UTA,31.0,208.28,108.86208,Western Michigan,USA,Undrafted,Undrafted,Undrafted,21,4.5,3.1,0.6,-8.5,0.106,0.21,0.173,0.525,0.075,2004-05,2004,Big (proxy),4.0,3.2,0.4,0.5770000000000001,0.187,-4.7,0.5,-0.052,,,,,0
Ben Hansbrough,IND,25.0,190.5,92.079176,Notre Dame,USA,Undrafted,Undrafted,Undrafted,28,2.0,0.6,0.8,-6.7,0.01,0.0819999999999999,0.163,0.501,0.2019999999999999,2012-13,2012,Guard (proxy),,,,,,,,,,,,,0
Ben McLemore,POR,29.0,190.5,88.45044,Kansas,USA,2013,1,7,64,10.2,1.6,0.9,-13.1,0.009,0.072,0.207,0.5670000000000001,0.077,2021-22,2021,Guard (proxy),7.7,1.9,0.7,0.523,0.192,-4.2,2.499999999999999,0.044,,,,,0
Ben Simmons,BKN,26.0,208.28,108.86208,Louisiana State,Australia,2016,1,1,42,6.9,6.3,6.1,2.1,0.04,0.186,0.142,0.5589999999999999,0.295,2022-23,2022,Big (proxy),14.3,7.2,6.9,0.584,0.2,8.0,-7.4,-0.025,,,,,0
Ben Uzoh,TOR,24.0,190.5,92.98636,Tulsa,USA,Undrafted,Undrafted,Undrafted,18,4.5,3.7,3.4,0.9,0.061,0.139,0.162,0.377,0.28,2011-12,2011,Guard (proxy),3.8,1.5,1.6,0.4679999999999999,0.206,-8.7,0.7000000000000002,-0.0909999999999999,,,,,0
Ben Wallace,DET,37.0,205.74,108.86208,Virginia Union,USA,Undrafted,Undrafted,Undrafted,62,1.4,4.3,0.7,-5.4,0.093,0.242,0.069,0.3979999999999999,0.073,2011-12,2011,Big (proxy),2.9,6.5,1.3,0.442,0.083,-7.2,-1.5,-0.044,,,,,0
Bennedict Mathurin,IND,21.0,195.58,95.25432,Arizona,Canada,2022,1,6,78,16.7,4.1,1.5,-4.3,0.037,0.103,0.235,0.5660000000000001,0.078,2022-23,2022,Wing (proxy),,,,,,,,,,,,,0
Beno Udrih,DET,34.0,190.5,92.98636,,Slovenia,2004,1,28,39,5.8,1.5,3.4,5.4,0.012,0.102,0.201,0.535,0.364,2016-17,2016,Guard (proxy),4.7,1.6,2.6,0.496,0.172,-1.3,1.0999999999999996,0.039,,,,,0
Benoit Benjamin,PHI,33.0,213.36,120.20188,Creighton,USA,1985,1,3,14,4.5,3.8,0.2,2.5,0.106,0.246,0.147,0.581,0.024,1997-98,1997,Big (proxy),,,,,,,,,,,,,0
Bernard James,DAL,30.0,208.28,106.59412,Florida State,USA,2012,2,33,16,2.8,2.4,0.3,-1.7,0.123,0.146,0.12,0.593,0.039,2014-15,2014,Big (proxy),0.9,1.4,0.1,0.503,0.1169999999999999,-2.8,1.9,0.0899999999999999,,,,,0
Bernard Robinson,NJN,26.0,198.12,95.25432,Michigan,USA,2004,2,45,31,2.0,1.5,0.6,-7.2,0.0409999999999999,0.153,0.151,0.413,0.119,2006-07,2006,Wing (proxy),6.4,3.3,1.2,0.498,0.1689999999999999,-2.9,-4.4,-0.085,,,,,0
Bill Curley,GSW,29.0,205.74,99.79024,Boston College,USA,1994,1,22,20,3.2,1.9,0.2,-6.8,0.118,0.1,0.159,0.569,0.0279999999999999,2000-01,2000,Big (proxy),2.7,1.8,0.5,0.481,0.141,-14.1,0.5,0.0879999999999999,,,,,0
Bill Wennington,CHI,36.0,213.36,125.644984,St. John's (NY),USA,1985,1,16,38,3.8,2.1,0.5,-7.7,0.048,0.159,0.218,0.381,0.085,1998-99,1998,Big (proxy),3.5,1.7,0.4,0.461,0.193,3.7,0.2999999999999998,-0.08,,,,,0
Billy Owens,DET,32.0,203.2,99.79024,Syracuse,USA,1991,1,3,45,4.4,4.6,1.2,-1.1,0.104,0.158,0.151,0.4,0.108,2000-01,2000,Wing (proxy),6.0,4.9,1.6,0.462,0.162,-2.7,-1.5999999999999996,-0.062,,,,,0
Billy Thomas,CLE,32.0,195.58,99.79024,Kansas,USA,Undrafted,Undrafted,Undrafted,11,1.3,0.2,0.0,-5.3,0.0,0.067,0.2339999999999999,0.391,0.0,2007-08,2007,Wing (proxy),2.2,0.8,0.5,0.465,0.156,-3.0,-0.9000000000000001,-0.074,,,,,0
Bimbo Coles,MIA,36.0,187.96,82.553744,Virginia Tech,USA,1990,2,40,22,1.3,0.5,0.7,-14.1,0.013,0.06,0.131,0.382,0.163,2003-04,2003,Guard (proxy),4.4,1.7,2.1,0.413,0.143,-8.7,-3.1000000000000005,-0.0309999999999999,,,,,0
Bismack Biyombo,PHX,30.0,203.2,115.66596,,DRC,2011,1,7,61,4.3,4.3,0.9,3.1,0.093,0.184,0.136,0.555,0.089,2022-23,2022,Wing (proxy),5.8,4.6,0.6,0.596,0.1669999999999999,5.6,-1.5,-0.0409999999999999,,,,,0
Bison Dele,DET,30.0,210.82,117.93392,Arizona,USA,1991,1,10,49,10.5,5.6,1.4,2.1,0.099,0.187,0.243,0.531,0.115,1998-99,1998,Big (proxy),16.2,8.9,1.2,0.542,0.241,0.4,-5.699999999999999,-0.011,,,,,0
Blake Ahearn,MIA,24.0,187.96,86.18248,Missouri State,USA,Undrafted,Undrafted,Undrafted,12,5.8,1.6,1.6,-23.6,0.0069999999999999,0.113,0.254,0.495,0.288,2007-08,2007,Guard (proxy),,,,,,,,,,,,,0
Blake Griffin,BOS,34.0,205.74,113.398,Oklahoma,USA,2009,1,1,41,4.1,3.8,1.5,9.9,0.079,0.195,0.125,0.59,0.142,2022-23,2022,Big (proxy),6.4,4.1,1.9,0.518,0.1669999999999999,-4.7,-2.3000000000000007,0.0719999999999999,,,,,0
Blake Wesley,SAS,20.0,193.04,83.91452,Notre Dame,USA,2022,1,25,37,5.0,2.2,2.6,-13.4,0.016,0.1009999999999999,0.18,0.3929999999999999,0.201,2022-23,2022,Guard (proxy),,,,,,,,,,,,,0
Blue Edwards,MIA,33.0,193.04,90.7184,East Carolina,USA,1989,1,21,24,3.2,1.4,1.3,-1.1,0.031,0.096,0.168,0.495,0.19,1998-99,1998,Guard (proxy),10.8,2.7,2.5,0.521,0.221,-5.0,-7.6,-0.026,,,,,0
Bo Outlaw,ORL,36.0,203.2,99.79024,Houston,USA,Undrafted,Undrafted,Undrafted,41,2.0,2.6,0.4,0.2,0.132,0.1669999999999999,0.083,0.667,0.055,2006-07,2006,Wing (proxy),2.3,2.4,0.4,0.61,0.106,-0.8,-0.2999999999999998,0.057,,,,,0
Bob Sura,HOU,32.0,195.58,90.7184,Florida State,USA,1995,1,17,61,10.3,5.5,5.2,3.8,0.049,0.155,0.176,0.5329999999999999,0.266,2004-05,2004,Wing (proxy),7.5,4.1,2.9,0.51,0.191,0.8,2.8000000000000007,0.0229999999999999,,,,,0
Boban Marjanovic,HOU,34.0,223.52,131.54168,,Serbia,Undrafted,Undrafted,Undrafted,31,3.3,1.9,0.3,18.5,0.121,0.226,0.206,0.71,0.079,2022-23,2022,Big (proxy),4.3,1.7,0.1,0.615,0.311,12.8,-1.0,0.0949999999999999,,,,,0
Bobby Brown,HOU,33.0,187.96,79.3786,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,20,2.5,0.4,0.6,-24.5,0.0,0.061,0.252,0.425,0.19,2017-18,2017,Guard (proxy),2.5,0.2,0.6,0.509,0.2339999999999999,-12.1,0.0,-0.084,,,,,0
Bobby Hurley,VAN,27.0,182.88,74.84268,Duke,USA,1993,1,7,61,4.1,1.1,2.9,-8.0,0.016,0.074,0.181,0.461,0.33,1997-98,1997,Guard (proxy),2.9,0.8,3.0,0.482,0.14,-2.6,1.1999999999999995,-0.0209999999999999,,,,,0
Bobby Jackson,SAC,36.0,185.42,83.91452,Minnesota,USA,1997,1,23,71,7.5,2.8,2.0,-6.2,0.033,0.126,0.18,0.502,0.16,2008-09,2008,Guard (proxy),7.7,2.5,1.9,0.51,0.205,7.0,-0.2000000000000001,-0.008,,,,,0
Bobby Jones,DEN,24.0,200.66,97.52228,Washington,USA,2006,2,37,46,3.9,2.0,0.6,-7.2,0.064,0.139,0.1639999999999999,0.5479999999999999,0.092,2007-08,2007,Wing (proxy),2.5,1.3,0.4,0.495,0.176,5.8,1.4,0.0529999999999999,,,,,0
Bobby Phills,CHH,30.0,195.58,95.25432,Southern,USA,1991,2,45,28,13.6,2.5,2.8,0.8,0.024,0.077,0.2189999999999999,0.524,0.175,1999-00,1999,Wing (proxy),14.3,4.0,3.5,0.537,0.2,3.4,-0.7000000000000011,-0.013,,,,,0
Bobby Portis,MIL,28.0,210.82,113.398,Arkansas,USA,2015,1,22,70,14.1,9.6,1.5,-0.1,0.08,0.263,0.211,0.575,0.087,2022-23,2022,Big (proxy),14.6,9.1,1.2,0.5710000000000001,0.207,6.3,-0.5,0.0039999999999998,,,,,0
Bobby Simmons,LAC,32.0,198.12,106.59412,DePaul,USA,2001,2,41,28,2.9,2.0,0.4,-0.5,0.047,0.121,0.113,0.43,0.039,2011-12,2011,Wing (proxy),5.3,2.7,0.7,0.485,0.165,-7.8,-2.4,-0.0549999999999999,,,,,0
Bogdan Bogdanovic,ATL,30.0,195.58,102.0582,,Serbia,2014,1,27,54,14.0,3.1,2.8,1.2,0.015,0.093,0.196,0.586,0.134,2022-23,2022,Wing (proxy),15.1,4.0,3.1,0.562,0.212,4.5,-1.0999999999999996,0.0239999999999999,,,,,0
